PC1,PC2,target
1.1608052724662685,1.5560097860965645,0
0.913734704476051,0.5732090178612989,0
0.8912427663357824,2.761670967511078,0
-2.8086449608591932,-0.244437502017448,1
-3.7346252517540193,-0.07050439443328796,1
-2.605530596373514,0.3612404240306901,1
2.759767257729154,0.7891360708245198,0
-0.6527301272351862,0.3511877668829921,1
3.535451073084634,0.7980013461511911,0
-1.0622526579379052,2.2831120285397932,1
0.7502997164512061,-1.0635637996917626,0
-2.4868161541147997,0.5930600555501293,1
1.6452039875044973,1.2797187626588744,1
-1.1662046911407435,-0.35028529085004273,0
3.651411245377524,1.0572081922731522,0
-0.4608072983523053,-1.2816755234351405,0
-1.1209910097276423,-0.08055613060034292,0
1.2294809094943762,-1.517013038562555,0
2.296026681805903,-1.3874305879028672,0
2.5608786081952726,-1.8770072594747766,0
3.802428319550702,1.1282056695378058,0
-3.2389435657453083,2.2155894194404016,1
-0.8155140269593527,0.5526256674890223,1
3.901476637895145,1.1355452345052064,0
1.7690114719886862,1.6126440842938667,0
2.3884301230083764,-0.6715386961945118,0
-1.4794092595564219,-0.48473782925484055,1
-0.2137629900682058,-0.8756720303200399,1
1.2526346186820032,-1.8117704413597102,0
-2.7216728638913823,-1.7185769526331391,1
1.0106270646992066,-0.9977006060594665,1
0.7163549447368158,-2.0506352447489915,0
2.583949591390782,-0.09018296195947542,0
-2.642563781514902,-1.0956985189281763,1
-3.1127253596809,-0.5017352463345801,1
-0.31128713189160345,0.23582158750544982,1
1.9348089118406016,0.35737529144030394,0
3.1641800851512922,1.0584826276777497,0
3.1990022746124933,1.4941621231124567,0
3.3837488439743773,0.4559283417256292,0
2.0657729382137906,0.5197162779730485,0
-0.49037632887096616,0.13081269601067888,1
1.9655602108376347,0.17743687351572643,0
-1.2173845825961056,0.9841441424980387,1
0.2690971166992248,2.347578591763391,1
-1.54017466685829,-0.6547330525376691,1
-0.06082586958574697,2.204570155572755,1
1.7812159080746295,-1.58194742121438,0
-2.000628100574545,2.209939029973889,0
-2.461643637223051,1.9437601603771717,1
-2.629258324047392,2.0480045171159778,0
2.2192144846847492,-2.0716387038920367,0
0.6903171179652824,1.1867777377500222,0
2.2248336816969987,0.7272568921496575,0
1.038611822329766,0.4703778684611139,0
-0.5876827553699984,-1.7338143008848728,0
1.5369297145188079,-1.9621299581033456,0
1.2483183090391763,1.914509904247516,1
1.5110429517887134,0.5018829101291298,0
1.6033941909542193,-2.7630585564143892,1
2.195127667044984,-0.4702745400658002,0
3.121001283660135,1.081437013566363,0
-2.5064445636378125,-0.8321321967479196,1
-2.0704407172102846,1.7218999414198652,1
-0.46256327028256794,1.2183157102930031,1
-1.0310421037793922,0.8689236448528573,1
0.9365568896000641,2.249190358502441,1
2.895336545476408,1.2457072241108884,0
-1.9248351039899159,-0.000228526507704248,1
-1.355872475624388,-1.182931816086644,0
-2.8410585992920923,2.0153657665637934,1
-0.3473155907037766,0.8336660676513571,0
1.5492580126217335,0.2817326810016876,1
-1.4525547393742786,-1.2916778881614805,0
0.3451070474755954,-2.7053827298380395,0
1.8760137734625495,0.5541536356424205,0
1.888849926350464,-1.661726843577262,1
0.11102055352961143,0.6996734328019941,0
-2.6809216424221596,2.044008493771341,1
3.0940935975450543,0.751434680422829,0
-3.1700386782299983,0.47845433892276773,1
3.5829620904673996,1.6715639472843724,0
0.018667287785136728,1.8376983604856973,1
-3.5633171840402906,-0.6085842857696049,1
-3.4690723024712544,-1.8196012753820576,1
0.031275129872191734,2.0913060183290235,0
1.0694978329749798,-0.14173071449216848,0
2.0078931534534292,0.8006400476567866,0
-1.1161418496660316,-0.8365462166688518,1
2.7174671585084273,-0.12749008247129806,0
-1.6140199169149667,2.3301169686172276,1
-2.6696256655022204,-0.040177833317370154,1
-0.31674911938488226,0.885042474586908,1
3.6138494009770645,1.7070927930095807,0
-3.3164054749969987,-1.2087287610735922,1
-1.8102371405671518,1.7253376038326518,1
-0.5756043877531826,1.9082433917137553,1
-2.884023461660711,1.403000253247434,1
-2.472613649157169,2.7961806701480927,1
1.1636400986159035,-1.8798997459517195,1
3.245520202492538,1.243008873335651,0
